x,y,k,s
27.34163865453869,-2.3419562871563944,0,27.760125000000002
27.59156987148315,-2.3382745485127012,0,28.010083333333334
27.841501088427606,-2.334592809869008,0,28.260041666666666
28.091432305372063,-2.3309110712253145,0,28.509999999999998
28.136805283467623,-2.330511914001293,-0.2615062761506276,28.555374999999998
28.18217980360837,-2.3306511610720606,-0.2615062761506276,28.600749999999998
28.227549477212523,-2.3313287928320916,-0.2615062761506276,28.646124999999998
28.27290791638068,-2.332544713873085,-0.2615062761506276,28.691499999999998
28.31824873479522,-2.334298752997396,-0.2615062761506276,28.736874999999998
28.363565548619448,-2.3365906632421387,-0.2615062761506276,28.782249999999998
28.408851977396445,-2.3394201219139603,-0.2615062761506276,28.827624999999998
28.454101644947407,-2.3427867306344763,-0.2615062761506276,28.872999999999998
28.697751914872526,-2.3623687101234943,0,29.117435897435897
28.94140218479765,-2.3819506896125118,0,29.361871794871792
29.18505245472277,-2.4015326691015297,0,29.60630769230769
29.42870272464789,-2.4211146485905473,0,29.850743589743587
29.67235299457301,-2.4406966280795652,0,30.095179487179486
29.916003264498134,-2.4602786075685827,0,30.33961538461538
30.159653534423253,-2.4798605870576007,0,30.58405128205128
30.403303804348376,-2.4994425665466182,0,30.828487179487176
30.646954074273495,-2.519024546035636,0,31.072923076923075
30.890604344198614,-2.5386065255246537,0,31.31735897435897
31.134254614123737,-2.5581885050136717,0,31.56179487179487
31.377904884048856,-2.577770484502689,0,31.806230769230766
31.62155515397398,-2.597352463991707,0,32.050666666666665
31.8652054238991,-2.6169344434807247,0,32.295102564102564
32.10885569382422,-2.6365164229697426,0,32.539538461538456
32.35250596374934,-2.65609840245876,0,32.783974358974355
32.59615623367446,-2.675680381947778,0,33.028410256410254
32.83980650359958,-2.6952623614367957,0,33.27284615384615
33.0834567735247,-2.7148443409258136,0,33.51728205128205
33.32710704344982,-2.734426320414831,0,33.761717948717944
33.57075731337494,-2.754008299903849,0,34.00615384615384
33.81440758330007,-2.7735902793928666,0,34.25058974358974
34.058057853225186,-2.7931722588818846,0,34.495025641025634
34.301708123150306,-2.812754238370902,0,34.73946153846153
34.54535839307543,-2.83233621785992,0,34.98389743589743
34.78900866300055,-2.8519181973489376,0,35.22833333333333
35.03265893292567,-2.8715001768379556,0,35.47276923076923
35.27630920285079,-2.891082156326973,0,35.71720512820512
35.51995947277591,-2.910664135815991,0,35.96164102564102
35.763609742701036,-2.9302461153050086,0,36.20607692307692
36.007260012626155,-2.9498280947940265,0,36.45051282051282
36.250910282551274,-2.969410074283044,0,36.69494871794871
36.49456055247639,-2.988992053772062,0,36.93938461538461
36.73821082240151,-3.0085740332610795,0,37.18382051282051
36.98186109232664,-3.0281560127500975,0,37.42825641025641
37.22551136225176,-3.0477379922391155,0,37.6726923076923
37.46916163217688,-3.067319971728133,0,37.9171282051282
37.712811902102,-3.0869019512171505,0,38.1615641025641
37.956462172027116,-3.1064839307061685,0,38.406
38.20130467356144,-3.12262404061385,0.11713716762328685,38.65138235294118
38.44650989739825,-3.131720848216059,0.11713716762328685,38.896764705882354
38.69187527317398,-3.1337668384052666,0.11713716762328685,39.142147058823525
38.937198098219355,-3.1287603209361734,0.11713716762328685,39.3875294117647
39.18227570501741,-3.1167054318220693,0.11713716762328685,39.63291176470588
39.42690562863228,-3.0976121299179606,0.11713716762328685,39.87829411764706
39.67088577397071,-3.0714961886933025,0.11713716762328685,40.12367647058824
39.9140145827381,-3.038379183201135,0.11713716762328685,40.36905882352941
